Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Customer Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2840,US2012-3230,2012-09-03,2012-09-08,Second Class,JB-5400,Jennifer Braxton,Corporate,New York City,New York,10009,East,OFF-ICE-10001199,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,108.297,1,0.1,19.2528
2841,US2011-490,2011-03-14,2011-03-19,Standard Class,CK-2325,Christine Kargatis,Home Office,Chesapeake,Virginia,23320,South,FUR-GLO-10001990,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,4,0,284.98
2842,US2014-4610,2014-09-01,2014-09-05,Second Class,RL-9615,Rob Lucas,Consumer,Fayetteville,North Carolina,28314,South,OFF-XER-10001117,Office Supplies,Paper,Xerox 1945,245.94,6,0,120.5106
2843,US2014-7110,2014-03-24,2014-03-28,Standard Class,AC-660,Anna Chung,Consumer,Huntsville,Texas,77340,Central,OFF-FEL-10002876,Office Supplies,Storage,Fellowes Officeware Wire Shelving,143.728,2,0.2,-32.3388
2844,US2014-4430,2014-05-19,2014-05-23,Standard Class,BH-1710,Brosina Hoffman,Consumer,Philadelphia,Pennsylvania,19140,East,TEC-KEY-10001242,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,18.024,2,0.4,-6.6088
2845,US2013-2140,2013-12-28,2014-01-01,Standard Class,BG-1695,Brooke Gillingham,Corporate,Woodstock,Illinois,60098,Central,FUR-GLO-10000225,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",1207.84,8,0,350.2736
2846,US2014-8940,2014-11-18,2014-11-21,First Class,XP-11865,Xylona Preis,Consumer,Everett,Massachusetts,2149,East,OFF-STA-10003941,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,33.96,2,0,9.5088
2847,US2014-5060,2014-09-11,2014-09-16,Standard Class,SN-10560,Skye Norling,Home Office,Chicago,Illinois,60653,Central,OFF-FEL-10004852,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1525.188,2,0.4,254.198
2848,US2014-2290,2014-04-09,2014-04-16,Standard Class,DM-3345,Denise Monton,Corporate,Roswell,Georgia,30076,South,FUR-ELD-10000369,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",56.28,6,0,15.7584
2849,US2014-2290,2014-04-09,2014-04-16,Standard Class,DM-3345,Denise Monton,Corporate,Roswell,Georgia,30076,South,OFF-GBC-10003160,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0,843.1706
2850,US2013-1760,2013-11-29,2013-12-04,Standard Class,AJ-780,Anthony Jacobs,Corporate,Palm Coast,Florida,32137,South,OFF-ACC-10002030,Office Supplies,Binders,ACCOHIDE Binder by Acco,14.868,6,0.4,1.7346
2851,US2013-5300,2013-06-03,2013-06-06,First Class,KC-6255,Karen Carlisle,Corporate,Philadelphia,Pennsylvania,19120,East,OFF-CAR-10003374,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,40.49,1,0.5,-37.2508
2852,US2014-2060,2014-12-18,2014-12-23,Standard Class,VF-11715,Vicky Freymann,Home Office,Columbus,Indiana,47201,Central,OFF-WIR-10004605,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",28.16,4,0,13.2352
2853,US2013-3930,2013-03-20,2013-03-22,Second Class,SV-10935,Susan Vittorini,Consumer,Oceanside,New York,11572,East,FUR-GE -10000262,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",13.482,1,0.1,5.3928
2854,US2013-3930,2013-03-20,2013-03-22,Second Class,SV-10935,Susan Vittorini,Consumer,Oceanside,New York,11572,East,FUR-MAS-10002738,Furniture,Furnishings,"Master Caster Door Stop, Brown",18.288,4,0.1,4.8768
2855,US2014-5850,2014-08-21,2014-08-21,Same Day,EM-3810,Eleni McCrary,Corporate,Franklin,Massachusetts,2038,East,OFF-NEA-10000688,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",26.86,2,0,6.9836
2856,US2014-8380,2014-07-26,2014-08-01,Standard Class,RB-9360,Raymond Buch,Consumer,Sioux Falls,South Dakota,57103,Central,OFF-AVE-10003192,Office Supplies,Labels,Avery 498,17.34,6,0,8.1498
2857,US2013-6870,2013-08-27,2013-08-30,First Class,DJ-3510,Don Jones,Corporate,San Diego,California,92037,West,FUR-GLO-10003682,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1803.528,4,0.1,300.588
2858,US2013-6510,2013-08-16,2013-08-18,Second Class,CC-2370,Christopher Conant,Consumer,Fayetteville,North Carolina,28314,South,FUR-HON-10002895,Furniture,Chairs,Hon Olson Stacker Stools,281.62,2,0,78.8536
2859,US2014-8610,2014-05-20,2014-05-24,Standard Class,SC-10380,Shahid Collister,Consumer,Atlanta,Georgia,30318,South,TEC-KIN-10001647,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4,0,4.068
2860,US2014-8610,2014-05-20,2014-05-24,Standard Class,SC-10380,Shahid Collister,Consumer,Atlanta,Georgia,30318,South,TEC-NOK-10000432,Technology,Phones,Nokia Lumia 925,251.98,2,0,65.5148
2861,US2014-8610,2014-05-20,2014-05-24,Standard Class,SC-10380,Shahid Collister,Consumer,Atlanta,Georgia,30318,South,FUR-O'S-10002586,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1447.84,8,0,333.0032
2862,US2014-8610,2014-05-20,2014-05-24,Standard Class,SC-10380,Shahid Collister,Consumer,Atlanta,Georgia,30318,South,OFF-XER-10001117,Office Supplies,Paper,Xerox 1945,245.94,6,0,120.5106
2863,US2014-5010,2014-08-13,2014-08-18,Standard Class,RH-9495,Rick Hansen,Consumer,Orlando,Florida,32839,South,OFF-XER-10000321,Office Supplies,Paper,Xerox 2000,15.552,4,0.4,2.0736
2864,US2014-6290,2014-08-14,2014-08-14,Same Day,JK-5370,Jay Kimmel,Consumer,San Francisco,California,94122,West,OFF-STE-10003139,Office Supplies,Storage,Sterilite Officeware Hinged File Box,18.864,2,0.1,3.5632
2865,US2014-6290,2014-08-14,2014-08-14,Same Day,JK-5370,Jay Kimmel,Consumer,San Francisco,California,94122,West,OFF-STA-10002551,Office Supplies,Appliances,Staples,64.638,6,0.1,12.2094
2866,US2014-6290,2014-08-14,2014-08-14,Same Day,JK-5370,Jay Kimmel,Consumer,San Francisco,California,94122,West,OFF-NEW-10004636,Office Supplies,Art,Newell 345,35.712,2,0.1,6.3488
2867,US2014-6290,2014-08-14,2014-08-14,Same Day,JK-5370,Jay Kimmel,Consumer,San Francisco,California,94122,West,OFF-STA-10003158,Office Supplies,Supplies,Staples,28.728,4,0.1,6.0648
2868,US2013-5570,2013-11-11,2013-11-13,Second Class,AF-885,Art Foster,Consumer,Toledo,Ohio,43615,East,OFF-STA-10002781,Office Supplies,Supplies,Staples,11.776,4,0.2,-2.6496
2869,US2013-5570,2013-11-11,2013-11-13,Second Class,AF-885,Art Foster,Consumer,Toledo,Ohio,43615,East,OFF-ACC-10002151,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,19.488,2,0.4,-8.12
2870,US2014-9110,2014-06-13,2014-06-20,Standard Class,LC-6885,Lena Creighton,Consumer,Saint Petersburg,Florida,33710,South,FUR-DAN-10000510,Furniture,Furnishings,Dana Swing-Arm Lamps,12.816,2,0.4,-3.204
2871,US2011-7580,2011-03-22,2011-03-26,Standard Class,BF-1275,Beth Fritzler,Corporate,Tucson,Arizona,85705,West,OFF-XER-10002484,Office Supplies,Paper,Xerox 1951,61.96,2,0,27.882
2872,US2011-7580,2011-03-22,2011-03-26,Standard Class,BF-1275,Beth Fritzler,Corporate,Tucson,Arizona,85705,West,FUR-OFF-10003021,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,261.96,2,0,28.8156
2873,US2014-5860,2014-06-16,2014-06-21,Standard Class,SC-10800,Stuart Calhoun,Consumer,Los Angeles,California,90036,West,OFF-DIX-10002300,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.834,1,0.1,1.3206
2874,US2014-7660,2014-11-17,2014-11-23,Standard Class,SW-10275,Scott Williamson,Consumer,San Diego,California,92105,West,OFF-TEN-10002253,Office Supplies,Storage,Tennsco Regal Shelving Units,730.152,8,0.1,-56.7896
2875,US2014-2110,2014-12-30,2015-01-01,First Class,MC-7845,Michael Chen,Consumer,New York City,New York,10035,East,OFF-IDE-10003178,Office Supplies,Fasteners,Ideal Clamps,3.618,2,0.1,1.5678
2876,US2013-6520,2013-01-21,2013-01-23,Second Class,TD-10995,Tamara Dahlen,Consumer,San Diego,California,92037,West,FUR-GLO-10004588,Furniture,Chairs,Global Super Steno Chair,172.764,2,0.1,13.4372
2877,US2013-6520,2013-01-21,2013-01-23,Second Class,TD-10995,Tamara Dahlen,Consumer,San Diego,California,92037,West,FUR-GLO-10004706,Furniture,Chairs,Global Ergonomic Managers Chair,977.292,6,0.1,173.7408
2878,US2013-980,2013-01-15,2013-01-19,Standard Class,Dp-3240,Dean percer,Home Office,Westfield,New Jersey,7090,East,OFF-QUA-10001636,Office Supplies,Envelopes,Quality Park Security Envelopes,52.34,2,0,24.5998
2879,US2013-980,2013-01-15,2013-01-19,Standard Class,Dp-3240,Dean percer,Home Office,Westfield,New Jersey,7090,East,OFF-AME-10003467,Office Supplies,Art,American Pencil,4.66,2,0,1.3514
2880,US2013-980,2013-01-15,2013-01-19,Standard Class,Dp-3240,Dean percer,Home Office,Westfield,New Jersey,7090,East,TEC-LOG-10000281,Technology,Accessories,Logitech Gaming G510s - Keyboard,169.98,2,0,61.1928
2881,US2013-3530,2013-09-20,2013-09-24,Second Class,SD-10485,Shirley Daniels,Home Office,Orange,New Jersey,7050,East,OFF-STO-10002319,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,20.352,6,0.2,7.632
2882,US2013-3530,2013-09-20,2013-09-24,Second Class,SD-10485,Shirley Daniels,Home Office,Orange,New Jersey,7050,East,OFF-ACM-10004696,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,18.62,2,0,5.3998
2883,US2011-190,2011-02-22,2011-02-26,Standard Class,TM-11010,Tamara Manning,Consumer,Woodstock,Illinois,60098,Central,OFF-GBC-10002757,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,21.24,4,0.4,3.186
2884,US2013-6010,2013-11-12,2013-11-17,Second Class,BK-1260,Berenike Kampe,Consumer,San Francisco,California,94110,West,FUR-ELD-10000720,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.264,4,0.1,1.5312
2885,US2013-7840,2013-01-30,2013-02-03,Standard Class,JF-5490,Jeremy Farry,Consumer,San Francisco,California,94122,West,OFF-HEA-10004567,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,19.638,2,0.1,8.0734
2886,US2013-4360,2013-10-19,2013-10-23,Standard Class,EP-3915,Emily Phan,Consumer,Tempe,Arizona,85281,West,FUR-GLO-10002082,Furniture,Chairs,Global Deluxe Steno Chair,307.92,4,0,33.8712
2887,US2014-6450,2014-12-19,2014-12-20,First Class,EP-3915,Emily Phan,Consumer,Los Angeles,California,90008,West,OFF-NEW-10004950,Office Supplies,Art,Newell 327,3.978,2,0.1,0.7514
2888,US2014-6450,2014-12-19,2014-12-20,First Class,EP-3915,Emily Phan,Consumer,Los Angeles,California,90008,West,OFF-XER-10001939,Office Supplies,Paper,Xerox 1996,11.664,2,0.1,4.9248
2889,US2014-6450,2014-12-19,2014-12-20,First Class,EP-3915,Emily Phan,Consumer,Los Angeles,California,90008,West,OFF-XER-10004303,Office Supplies,Paper,Xerox 213,23.328,4,0.1,9.8496
2890,US2014-6480,2014-11-03,2014-11-07,Standard Class,KH-6630,Ken Heidel,Corporate,Seattle,Washington,98105,West,OFF-WIR-10001841,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",17.172,4,0.1,6.678
2891,US2011-6060,2011-04-29,2011-05-01,Second Class,HG-4845,Harry Greene,Consumer,Lake Charles,Louisiana,70601,South,FUR-GLO-10000234,Furniture,Chairs,"Global Stack Chair without Arms, Black",51.96,2,0,12.99
2892,US2011-6060,2011-04-29,2011-05-01,Second Class,HG-4845,Harry Greene,Consumer,Lake Charles,Louisiana,70601,South,OFF-AVE-10001156,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,11.96,2,0,5.7408
2893,US2014-6100,2014-10-24,2014-10-30,Standard Class,JC-6105,Julie Creighton,Corporate,Rochester,New York,14609,East,OFF-XER-10001140,Office Supplies,Paper,Xerox 1969,10.404,2,0.1,4.5084
2894,US2014-6100,2014-10-24,2014-10-30,Standard Class,JC-6105,Julie Creighton,Corporate,Rochester,New York,14609,East,OFF-XER-10001551,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),19.008,4,0.1,7.392
2895,US2014-6100,2014-10-24,2014-10-30,Standard Class,JC-6105,Julie Creighton,Corporate,Rochester,New York,14609,East,FUR-ELD-10001923,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",56.52,10,0.1,20.096
2896,US2014-6100,2014-10-24,2014-10-30,Standard Class,JC-6105,Julie Creighton,Corporate,Rochester,New York,14609,East,TEC-I N-10004254,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,21.528,2,0.1,4.3056
2897,US2011-6400,2011-03-30,2011-04-03,Standard Class,KM-6720,Kunst Miller,Consumer,Long Beach,New York,11561,East,OFF-PEE-10004634,Office Supplies,Art,Peel-Off China Markers,35.748,4,0.1,12.7104
2898,US2013-880,2013-01-04,2013-01-09,Standard Class,EB-3975,Erica Bern,Corporate,Charlotte,North Carolina,28205,South,TEC-HEW-10004325,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,1199.96,4,0,359.988
2899,US2012-8000,2012-04-26,2012-04-30,Standard Class,PW-9240,Pierre Wener,Consumer,Houston,Texas,77036,Central,FUR-HON-10003107,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,583.46,2,0,169.2034
2900,US2012-9300,2012-09-12,2012-09-17,Standard Class,PG-8895,Paul Gonzalez,Consumer,New York City,New York,10035,East,TEC-HEW-10004325,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,539.982,2,0.1,119.996
2901,US2012-9300,2012-09-12,2012-09-17,Standard Class,PG-8895,Paul Gonzalez,Consumer,New York City,New York,10035,East,OFF-AVE-10004761,Office Supplies,Labels,Avery 520,11.34,4,0.1,4.788
2902,US2014-1660,2014-09-12,2014-09-16,Standard Class,DB-2910,Daniel Byrd,Home Office,Columbus,Georgia,31907,South,OFF-XER-10002305,Office Supplies,Paper,Xerox 1935,158.28,6,0,72.8088
2903,US2013-580,2013-06-13,2013-06-18,Standard Class,CR-2730,Craig Reiter,Consumer,Chicago,Illinois,60610,Central,OFF-XER-10000233,Office Supplies,Paper,Xerox 1978,13.872,4,0.4,2.0808
2904,US2013-6920,2013-06-28,2013-07-02,Standard Class,KH-6330,Katharine Harms,Corporate,Highland Park,Illinois,60035,Central,OFF-WIR-10000657,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",24.084,6,0.4,2.4084
2905,US2013-6920,2013-06-28,2013-07-02,Standard Class,KH-6330,Katharine Harms,Corporate,Highland Park,Illinois,60035,Central,FUR-GLO-10002522,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,513.96,2,0,149.0484
2906,US2011-2990,2011-09-26,2011-09-30,Standard Class,CS-2400,Christopher Schild,Home Office,Seattle,Washington,98115,West,OFF-DUA-10004105,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",279.108,2,0.1,49.6192
2907,US2014-1540,2014-11-04,2014-11-10,Standard Class,DL-2925,Daniel Lacy,Consumer,Eagan,Minnesota,55122,Central,OFF-XER-10001363,Office Supplies,Paper,Xerox 1971,5.136,2,0.4,0.428
2908,US2014-1540,2014-11-04,2014-11-10,Standard Class,DL-2925,Daniel Lacy,Consumer,Eagan,Minnesota,55122,Central,OFF-STE-10003139,Office Supplies,Storage,Sterilite Officeware Hinged File Box,33.536,4,0.2,2.9344
2909,US2014-1540,2014-11-04,2014-11-10,Standard Class,DL-2925,Daniel Lacy,Consumer,Eagan,Minnesota,55122,Central,OFF-AVE-10000966,Office Supplies,Labels,Avery 513,5.976,2,0.4,0.5976
2910,US2014-3910,2014-02-20,2014-02-24,Standard Class,ME-7725,Max Engle,Consumer,Seattle,Washington,98103,West,OFF-RUB-10002303,Office Supplies,Fasteners,Rubber Band Ball,6.732,2,0.1,-0.5984
2911,US2012-5270,2012-11-05,2012-11-09,Standard Class,VD-11670,Valerie Dominguez,Consumer,Coral Springs,Florida,33065,South,OFF-BEL-10001325,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",290.352,4,0.4,-72.588
2912,US2011-7780,2011-06-16,2011-06-21,Standard Class,CK-2205,Chloris Kastensmidt,Consumer,Hempstead,New York,11550,East,OFF-STA-10000699,Office Supplies,Envelopes,Staples,29.808,4,0.1,12.2544
2913,US2011-7780,2011-06-16,2011-06-21,Standard Class,CK-2205,Chloris Kastensmidt,Consumer,Hempstead,New York,11550,East,OFF-BOS-10001407,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,31.5,4,0.1,7
2914,US2011-7780,2011-06-16,2011-06-21,Standard Class,CK-2205,Chloris Kastensmidt,Consumer,Hempstead,New York,11550,East,OFF-IBI-10000218,Office Supplies,Binders,Ibico Standard Transparent Covers,26.368,2,0.2,9.5584
2915,US2012-1480,2012-10-12,2012-10-17,Second Class,DL-2925,Daniel Lacy,Consumer,Noblesville,Indiana,46060,Central,TEC-AT&-10002250,Technology,Phones,AT&T 17929 Lendline Telephone,90.48,2,0,23.5248
2916,US2012-1480,2012-10-12,2012-10-17,Second Class,DL-2925,Daniel Lacy,Consumer,Noblesville,Indiana,46060,Central,OFF-GBC-10002067,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,12.56,2,0,5.652
2917,US2012-1480,2012-10-12,2012-10-17,Second Class,DL-2925,Daniel Lacy,Consumer,Noblesville,Indiana,46060,Central,TEC-SAM-10002157,Technology,Phones,Samsung Rugby III,263.96,4,0,71.2692
2918,US2014-8170,2014-08-28,2014-08-31,First Class,SE-10110,Sanjit Engle,Consumer,Dallas,Texas,75220,Central,OFF-EBE-10002157,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",5.952,1,0.2,0.372
2919,US2013-9730,2013-11-24,2013-11-24,Same Day,LS-7200,Luke Schmidt,Corporate,Philadelphia,Pennsylvania,19140,East,OFF-ADV-10003872,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,12.64,4,0.2,1.896
2920,US2013-9730,2013-11-24,2013-11-24,Same Day,LS-7200,Luke Schmidt,Corporate,Philadelphia,Pennsylvania,19140,East,FUR-NU--10003725,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,10.776,2,0.4,0.3592
2921,US2013-9730,2013-11-24,2013-11-24,Same Day,LS-7200,Luke Schmidt,Corporate,Philadelphia,Pennsylvania,19140,East,FUR-DAX-10001177,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",45.288,6,0.4,-4.5288
2922,US2014-6260,2014-01-31,2014-01-31,Same Day,MM-7920,Michael Moore,Consumer,San Francisco,California,94109,West,OFF-SPA-10003200,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,116.37,2,0.1,-6.465
2923,US2012-9080,2012-11-30,2012-12-03,Second Class,DB-3270,Deborah Brumfield,Home Office,Austin,Texas,78745,Central,OFF-GBC-10003195,Office Supplies,Binders,GBC Instant Report Kit,7.764,2,0.4,1.294
2924,US2011-2160,2011-06-28,2011-07-04,Standard Class,RW-9630,Rob Williams,Corporate,Detroit,Michigan,48234,Central,OFF-STA-10002258,Office Supplies,Fasteners,Staples,6.08,1,0,3.04
2925,US2011-8940,2011-09-02,2011-09-05,First Class,JM-6195,Justin MacKendrick,Consumer,Watertown,New York,13601,East,OFF-HOL-10001969,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",17.91,1,0.1,6.965
2926,US2011-8940,2011-09-02,2011-09-05,First Class,JM-6195,Justin MacKendrick,Consumer,Watertown,New York,13601,East,FUR-TEN-10003315,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",63.639,1,0.1,-2.1213
2927,US2014-2440,2014-07-11,2014-07-15,Second Class,BP-1155,Becky Pak,Consumer,Columbus,Georgia,31907,South,FUR-ELD-10001923,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",12.56,2,0,5.2752
2928,US2014-2510,2014-06-05,2014-06-11,Standard Class,CT-1995,Carol Triggs,Consumer,Apple Valley,Minnesota,55124,Central,OFF-NEW-10002766,Office Supplies,Art,Newell 346,4.608,2,0.2,0.5184
2929,US2014-2940,2014-10-20,2014-10-27,Standard Class,TH-11550,Tracy Hopkins,Home Office,Burlington,North Carolina,27217,South,OFF-GBC-10001405,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,5443.96,4,0,2504.2216
2930,US2014-760,2014-11-19,2014-11-25,Standard Class,ME-7320,Maria Etezadi,Home Office,Saginaw,Michigan,48601,Central,FUR-C-L-10000375,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4,0,8.2992
2931,US2012-3390,2012-08-08,2012-08-08,Same Day,TT-11220,Thomas Thornton,Consumer,San Francisco,California,94109,West,OFF-ACC-10003911,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",7.434,2,0.1,3.0562
2932,US2012-3390,2012-08-08,2012-08-08,Same Day,TT-11220,Thomas Thornton,Consumer,San Francisco,California,94109,West,OFF-PRE-10002183,Office Supplies,Binders,Presstex Flexible Ring Binders,8.19,2,0.1,3.64
2933,US2012-3390,2012-08-08,2012-08-08,Same Day,TT-11220,Thomas Thornton,Consumer,San Francisco,California,94109,West,FUR-GLO-10004706,Furniture,Chairs,Global Ergonomic Managers Chair,162.882,1,0.1,28.9568
2934,US2013-9530,2013-12-07,2013-12-13,Standard Class,GT-4710,Greg Tran,Consumer,Seattle,Washington,98105,West,TEC-PLA-10003079,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,176.391,1,0.1,33.3183
2935,US2013-9530,2013-12-07,2013-12-13,Standard Class,GT-4710,Greg Tran,Consumer,Seattle,Washington,98105,West,TEC-GOO-10003412,Technology,Phones,Google Nexus 5,323.982,2,0.1,53.997
2936,US2013-9530,2013-12-07,2013-12-13,Standard Class,GT-4710,Greg Tran,Consumer,Seattle,Washington,98105,West,OFF-JET-10000224,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,32.301,1,0.1,12.5615
2937,US2013-9530,2013-12-07,2013-12-13,Standard Class,GT-4710,Greg Tran,Consumer,Seattle,Washington,98105,West,OFF-IBI-10000880,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,45.522,6,0.1,18.2088
2938,US2013-9530,2013-12-07,2013-12-13,Standard Class,GT-4710,Greg Tran,Consumer,Seattle,Washington,98105,West,OFF-XER-10001563,Office Supplies,Paper,Xerox 1880,191.376,6,0.1,78.6768
2939,US2013-9530,2013-12-07,2013-12-13,Standard Class,GT-4710,Greg Tran,Consumer,Seattle,Washington,98105,West,OFF-SNA-10002736,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",136.584,4,0.1,56.1512
2940,US2013-9530,2013-12-07,2013-12-13,Standard Class,GT-4710,Greg Tran,Consumer,Seattle,Washington,98105,West,OFF-GBC-10002073,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,44.856,2,0.1,17.9424
2941,US2014-6450,2014-03-26,2014-04-01,Standard Class,JD-6150,Justin Deggeller,Corporate,Milwaukee,Wisconsin,53209,Central,FUR-GLO-10003729,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,90.99,1,0,14.5584
2942,US2014-6450,2014-03-26,2014-04-01,Standard Class,JD-6150,Justin Deggeller,Corporate,Milwaukee,Wisconsin,53209,Central,FUR-LIF-10003029,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",1308.48,6,0,366.3744
2943,US2014-6450,2014-03-26,2014-04-01,Standard Class,JD-6150,Justin Deggeller,Corporate,Milwaukee,Wisconsin,53209,Central,FUR-GLO-10002702,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",245.98,2,0,27.0578
2944,US2014-6620,2014-11-20,2014-11-25,Standard Class,MC-8100,Mick Crebagga,Consumer,Los Angeles,California,90049,West,OFF-FIL-10002394,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",244.008,8,0.1,40.668
2945,US2014-6620,2014-11-20,2014-11-25,Standard Class,MC-8100,Mick Crebagga,Consumer,Los Angeles,California,90049,West,FUR-EXE-10004559,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",16.83,1,0.1,5.236
2946,US2013-360,2013-11-05,2013-11-06,First Class,LH-7020,Lisa Hazard,Consumer,San Francisco,California,94122,West,FUR-ADV-10000392,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,29.538,6,0.1,10.8306
2947,US2014-8320,2014-12-15,2014-12-19,Standard Class,MP-8175,Mike Pelletier,Home Office,San Diego,California,92024,West,FUR-ELD-10002549,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",15.75,2,0.1,5.6
2948,US2014-8320,2014-12-15,2014-12-19,Standard Class,MP-8175,Mike Pelletier,Home Office,San Diego,California,92024,West,OFF-WIL-10000429,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",73.08,14,0.1,30.856
2949,US2014-8320,2014-12-15,2014-12-19,Standard Class,MP-8175,Mike Pelletier,Home Office,San Diego,California,92024,West,OFF-#10-10001046,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",31.464,4,0.1,12.9352
2950,US2014-8620,2014-11-13,2014-11-13,Same Day,EM-4140,Eugene Moren,Home Office,Glendale,Arizona,85301,West,TEC-MEM-10003141,Technology,Accessories,Memorex Micro Travel Drive 8 GB,52,4,0,23.4
2951,US2014-8620,2014-11-13,2014-11-13,Same Day,EM-4140,Eugene Moren,Home Office,Glendale,Arizona,85301,West,OFF-XER-10000233,Office Supplies,Paper,Xerox 1978,23.12,4,0,11.3288
2952,US2014-8620,2014-11-13,2014-11-13,Same Day,EM-4140,Eugene Moren,Home Office,Glendale,Arizona,85301,West,FUR-HAR-10001829,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,142.36,2,0,38.4372
2953,US2014-8620,2014-11-13,2014-11-13,Same Day,EM-4140,Eugene Moren,Home Office,Glendale,Arizona,85301,West,FUR-TEN-10004577,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",141.96,2,0,22.7136
2954,US2014-8620,2014-11-13,2014-11-13,Same Day,EM-4140,Eugene Moren,Home Office,Glendale,Arizona,85301,West,TEC-CUS-10002444,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,9.9,2,0,2.673
